Year,Type,X Coordinate,Y Coordinate,Full Address,Latitude,Longitude
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,485,633.35","7,030,336.21",14332 MONTFORT DR 75254 DALLAS TX,32.9447379,-96.8116549
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,469,814.08","6,999,453.65",3130 WEBB CHAPEL EXT 75220 DALLAS TX,32.8600139,-96.8660932
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,508,634.15","6,965,113.00",3706 SIDNEY ST 75210 DALLAS TX,32.7630405,-96.7427746
2017,BURGLARY OF BUILDING - NO FORCED ENTRY,"2,482,085.14","7,050,570.69",4805 FRANKFORD RD 75287 DALLAS TX,32.9994959,-96.8242974
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,491,835.34","6,953,411.81",1823 NORFOLK AVE 75203 DALLAS TX,32.7319454,-96.7977418
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,526,671.57","7,004,718.61",11440 MCCREE RD 75238 DALLAS TX,32.8695007,-96.6788484
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,470,508.68","7,000,595.68",3330 WEBB CHAPEL EXT 75220 DALLAS TX,32.8621215,-96.8645151
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,489,458.49","6,953,626.60",1327 S DENLEY DR 75216 DALLAS TX,32.732065,-96.8057704
2017,BURGLARY OF BUILDING - NO FORCED ENTRY,"2,490,758.33","6,970,844.83",1321 COMMERCE ST 75202 DALLAS TX,32.7800411,-96.7997282
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,528,620.55","6,993,746.42",2114 WINTHROP DR 75228 DALLAS TX,32.840925,-96.6756111
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,474,861.64","6,952,079.72",1523 S OAK CLIFF BLVD 75208 DALLAS TX,32.7283338,-96.8533803
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,493,051.87","6,941,979.11",4114 OPAL AVE 75216 DALLAS TX,32.7001047,-96.7943906
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,444,738.01","6,915,418.76",7442 EMORY OAK LN 75249 DALLAS TX,32.6295692,-96.9529757
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,514,552.48","7,020,861.74",10226 CHIMNEY HILL LN 75243 DALLAS TX,32.9160986,-96.7198404
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,520,625.82","6,980,319.47",8406 SUNCREST DR 75228 DALLAS TX,32.8044564,-96.7029348
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,517,766.55","7,017,327.64",9530 SKILLMAN ST 75243 DALLAS TX,32.9051637,-96.7104363
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,534,593.40","6,966,675.62",9527 BREWSTER ST 75227 DALLAS TX,32.7663563,-96.6577776
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,500,137.30","6,968,445.58",2710 JEFFRIES ST 75215 DALLAS TX,32.7727381,-96.7684713
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,480,499.68","7,053,273.12",18959 DALLAS PKWY 75287 DALLAS TX,33.0064113,-96.8307452
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,514,488.87","7,014,782.84",10010 WHITEHURST DR 75243 DALLAS TX,32.8994054,-96.7229755
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,457,512.13","6,946,072.74",2814 S WALTON WALKER BLVD 75211 DALLAS TX,32.7133752,-96.90995
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,465,823.82","7,014,290.40",2954 SATSUMA DR 75229 DALLAS TX,32.9001729,-96.8789537
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,471,873.04","7,002,699.00",3528 ESPANOLA DR 75220 DALLAS TX,32.8681972,-96.8599195
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,503,875.59","6,994,413.40",6237 BERWYN LN 75214 DALLAS TX,32.8439888,-96.7566481
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,482,719.41","6,923,438.30",8090 LEIGH ANN DR 75232 DALLAS TX,32.6499444,-96.8285901
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,514,488.87","7,014,782.84",10010 WHITEHURST DR 75243 DALLAS TX,32.8994054,-96.7229755
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,525,602.76","6,952,335.31",918 HILLBURN DR 75217 DALLAS TX,32.7275508,-96.6881853
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,466,032.80","6,922,927.64",8081 MARVIN D LOVE FWY 75237 DALLAS TX,32.6498411,-96.8836914
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,505,545.36","6,932,204.08",4015 MEHALIA DR 75241 DALLAS TX,32.6729161,-96.7545222
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,486,775.53","6,945,775.57",2919 S MARSALIS AVE 75216 DALLAS TX,32.7106732,-96.814899
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,502,463.36","6,964,802.73",3717 MYRTLE ST 75215 DALLAS TX,32.7624026,-96.7625344
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,476,675.95","6,949,117.71",1639 W ILLINOIS AVE 75224 DALLAS TX,32.7206419,-96.8477156
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,479,403.92","7,020,631.92",4374 SHADY BEND DR 75244 DALLAS TX,32.9170348,-96.8351418
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,486,778.82","7,028,647.57",5630 SPRING VALLEY RD 75254 DALLAS TX,32.9365864,-96.8106936
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,504,800.40","7,005,468.97",6031 PINELAND DR 75231 DALLAS TX,32.8720918,-96.755062
2017,BURGLARY OF BUILDING - NO FORCED ENTRY,"2,509,007.14","7,022,332.68",9715 SMOKEFEATHER LN 75243 DALLAS TX,32.9206795,-96.7385483
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,485,713.94","6,952,847.07",1443 ARIZONA AVE 75216 DALLAS TX,32.7297732,-96.8181224
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,470,419.68","7,001,697.36",3535 WEBB CHAPEL EXT 75220 DALLAS TX,32.86549,-96.8656976
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,480,801.85","7,052,177.87",4607 TIMBERGLEN RD 75287 DALLAS TX,33.0039587,-96.8283586
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,466,100.29","6,957,668.31",3831 MT PLEASANT ST 75211 DALLAS TX,32.7445921,-96.8820338
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,489,248.04","7,034,801.79",15215 BERRY TRL 75248 DALLAS TX,32.9558791,-96.8041627
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,466,885.14","6,999,393.36",2815 CLYDEDALE DR 75220 DALLAS TX,32.8596486,-96.876659
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,473,647.70","7,050,764.41",3653 TIMBERGLEN RD 75287 DALLAS TX,33.0030611,-96.8535269
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,503,363.84","7,006,945.41",5759 PINELAND DR 75231 DALLAS TX,32.8790255,-96.7583288
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,474,058.06","6,934,843.31",5330 S HAMPTON RD 75232 DALLAS TX,32.6815049,-96.8569115
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,539,258.14","6,958,392.90",10520 SHAYNA CT 75217 DALLAS TX,32.7433416,-96.6428609
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,492,589.15","6,944,002.55",2110 E OVERTON RD 75216 DALLAS TX,32.7059169,-96.7957297
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,518,794.29","6,953,217.96",1006 PINDAR AVE 75217 DALLAS TX,32.7299333,-96.7101646
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,524,461.28","7,006,424.61",11333 AMANDA LN 75238 DALLAS TX,32.8762154,-96.6897677
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,468,259.67","7,001,045.66",3126 STOREY LN 75220 DALLAS TX,32.8640228,-96.8718963
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,490,592.83","6,944,277.74",1522 OAKLEY AVE 75216 DALLAS TX,32.7068917,-96.8020491
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,552,126.99","6,932,667.12",2111 BLUE BAYOU DR 75253 DALLAS TX,32.6716856,-96.6034304
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,497,269.51","6,970,586.30",1625 S MALCOLM X BLVD 75226 DALLAS TX,32.7786418,-96.7791804
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,533,191.96","6,960,550.05",2137 RIVERWAY DR 75227 DALLAS TX,32.7501715,-96.66329
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,467,295.05","6,932,690.60",3636 W RED BIRD LN 75237 DALLAS TX,32.674698,-96.8789982
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,508,704.97","6,981,194.56",6938 PATRICIA AVE 75223 DALLAS TX,32.8078047,-96.7411816
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,478,693.94","6,958,579.89",215 N WILLOMET AVE 75208 DALLAS TX,32.7470255,-96.8406908
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,517,584.34","7,011,590.99",10327 GARWOOD DR 75238 DALLAS TX,32.8906364,-96.7111677
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,472,452.55","6,926,259.41",2722 MEADOW GATE LN 75237 DALLAS TX,32.6579895,-96.8624491
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,523,381.76","6,979,014.13",8501 LONDONDERRY LN 75228 DALLAS TX,32.8008145,-96.6939092
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,470,508.68","7,000,595.68",3330 WEBB CHAPEL EXT 75220 DALLAS TX,32.8621215,-96.8645151
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,532,581.67","6,960,661.64",2150 N PRAIRIE CREEK RD 75227 DALLAS TX,32.7495377,-96.6649284
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,509,735.64","7,022,436.01",9252 FLICKERING SHADOW DR 75243 DALLAS TX,32.9206597,-96.7356634
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,499,840.82","6,991,285.92",5706 WINTON ST 75206 DALLAS TX,32.8354555,-96.7696837
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,453,520.33","6,953,789.34",5939 MOUNTAIN VALLEY LN 75211 DALLAS TX,32.7343848,-96.9222571
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,496,972.93","7,017,874.88",11767 VALLEYDALE DR 75230 DALLAS TX,32.9084989,-96.77824
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,536,939.82","6,966,578.57",9942 CHILMARK WAY 75227 DALLAS TX,32.76588,-96.6493846
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,498,928.80","6,983,266.95",1916 EUCLID ST 75206 DALLAS TX,32.8139953,-96.7731125
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,525,790.37","6,972,205.85",7980 CHARIOT DR 75227 DALLAS TX,32.7816497,-96.6867594
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,481,325.21","7,053,454.84",4750 HAVERWOOD LN 75287 DALLAS TX,33.0066312,-96.8267257
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,497,739.57","6,946,898.81",2836 E OVERTON RD 75216 DALLAS TX,32.7137718,-96.7783859
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,470,360.34","7,000,075.03",3240 WEBB CHAPEL EXT 75220 DALLAS TX,32.8611887,-96.8648835
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,526,310.12","6,972,354.18",8049 CHARIOT DR 75227 DALLAS TX,32.7824225,-96.6837955
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,508,594.10","6,980,947.29",610 NEWELL AVE 75223 DALLAS TX,32.806755,-96.7419341
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,516,592.79","7,018,250.66",9940 FOREST LN 75243 DALLAS TX,32.9080425,-96.7139386
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,488,348.39","6,953,625.65",1335 FERNWOOD AVE 75216 DALLAS TX,32.7319115,-96.8094098
2017,BURGLARY OF BUILDING - NO FORCED ENTRY,"2,482,877.24","6,989,227.44",3540 INWOOD RD 75209 DALLAS TX,32.8298891,-96.8245486
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,483,795.85","6,926,305.32",231 GLENCAIRN DR 75232 DALLAS TX,32.6575933,-96.8260797
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,489,897.86","6,977,719.44",2717 HOWELL ST 75204 DALLAS TX,32.8001088,-96.8026994
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,473,647.70","7,050,764.41",3653 TIMBERGLEN RD 75287 DALLAS TX,33.0030611,-96.8535269
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,479,547.70","6,941,243.73",3714 MARVIN D LOVE FWY 75224 DALLAS TX,32.6977005,-96.8390362
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,504,268.82","7,002,019.24",6347 MELODY LN 75231 DALLAS TX,32.8652044,-96.7547922
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,485,316.96","6,949,436.58",2227 ALABAMA AVE 75216 DALLAS TX,32.7205197,-96.8195457
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,517,568.93","7,006,397.60",9512 LARCHCREST DR 75238 DALLAS TX,32.8763388,-96.7113369
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,558,869.95","6,940,735.71",562 W LAWSON RD 75253 DALLAS TX,32.6946621,-96.5796316
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,503,714.97","6,990,961.21",6230 ANITA ST 75214 DALLAS TX,32.834384,-96.756866
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,520,329.26","6,953,807.22",1148 LONSDALE AVE 75217 DALLAS TX,32.7324737,-96.7053586
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,505,260.12","7,004,291.25",6161 PINELAND DR 75231 DALLAS TX,32.8717885,-96.7530327
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,506,512.55","6,933,242.51",5945 ROSEVILLE DR 75241 DALLAS TX,32.6756767,-96.7513857
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,486,940.59","6,945,726.24",2926 S MARSALIS AVE 75216 DALLAS TX,32.7104208,-96.8142921
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,509,474.96","7,022,787.40",9826 BENT BRANCH LN 75243 DALLAS TX,32.9216963,-96.7368179
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,493,463.81","6,958,802.16",2405 E 11TH ST 75203 DALLAS TX,32.7465591,-96.7921444
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,467,905.02","7,016,770.47",11611 WEBB CHAPEL RD 75229 DALLAS TX,32.9071953,-96.8731323
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,471,040.90","6,999,925.82",9450 HARGROVE DR 75220 DALLAS TX,32.8610907,-96.8634126
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,498,496.32","6,933,383.72",2703 KOOL AVE 75241 DALLAS TX,32.6765215,-96.7772772
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,455,760.55","6,956,375.02",5405 PLUM GROVE LN 75211 DALLAS TX,32.7414343,-96.9151446
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,494,883.40","7,006,394.82",7040 CHIPPERTON DR 75225 DALLAS TX,32.8771937,-96.7844107
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,515,039.76","7,011,598.35",9701 TRAILHILL DR 75238 DALLAS TX,32.8907109,-96.7191716
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,497,300.03","6,942,011.16",2547 ANN ARBOR AVE 75216 DALLAS TX,32.7004702,-96.7803313
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,536,157.87","6,967,384.95",9850 MILITARY PKWY 75227 DALLAS TX,32.7676612,-96.6534556
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,476,755.13","6,943,493.80",1665 WATERVALIET DR 75224 DALLAS TX,32.7053286,-96.8481239
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,524,520.27","6,957,250.56",1632 HILLBURN DR 75217 DALLAS TX,32.7414344,-96.6913188
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,493,314.56","6,930,340.74",1634 GILLAREL SPRINGS LN 75241 DALLAS TX,32.6682966,-96.7941185
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,520,010.18","6,986,188.40",8915 SAN BENITO WAY 75218 DALLAS TX,32.8208771,-96.7043557
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,464,628.75","6,938,609.17",4230 ALTOONA DR 75233 DALLAS TX,32.692059,-96.886812
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,524,355.65","6,987,449.34",1830 MARIPOSA DR 75228 DALLAS TX,32.8235137,-96.6899191
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,505,567.78","7,020,196.44",9030 MARKVILLE DR 75243 DALLAS TX,32.913224,-96.749404
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,455,996.19","6,955,947.60",5480 PREAKNESS LN 75211 DALLAS TX,32.7393585,-96.915369
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,486,373.42","6,949,806.38",2123 ALASKA AVE 75216 DALLAS TX,32.7218525,-96.8160293
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,484,594.53","6,983,279.91",2839 LUCAS DR 75219 DALLAS TX,32.8144561,-96.8197052
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,483,476.64","6,947,563.49",239 TERRACE DR 75224 DALLAS TX,32.7161528,-96.8263699
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,553,609.40","6,942,215.12",12243 CASA GRANDE DR 75253 DALLAS TX,32.6981145,-96.5979649
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,536,709.93","6,998,991.53",11760 FERGUSON RD 75228 DALLAS TX,32.8542108,-96.6481427
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,466,487.35","6,924,153.02",3839 GANNON LN 75237 DALLAS TX,32.6548551,-96.8824685
2017,BURGLARY OF HABITATION (ATT),"2,453,089.82","6,953,536.83",5988 STRETCH DR 75211 DALLAS TX,32.7338475,-96.9241204
2017,BURGLARY OF HABITATION (ATT),"2,469,326.91","7,018,508.68",3239 HIGH BROOK DR 75234 DALLAS TX,32.9117777,-96.8674972
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,467,266.27","6,986,517.97",1140 EMPIRE CENTRAL 75247 DALLAS TX,32.8246338,-96.8749285
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,505,470.56","6,977,157.17",711 GRAHAM AVE 75223 DALLAS TX,32.796278,-96.7520837
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,505,225.69","6,955,910.95",2525 KEELER ST 75215 DALLAS TX,32.7381726,-96.7544125
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,492,863.09","6,944,293.80",2157 E OVERTON RD 75216 DALLAS TX,32.7071427,-96.7943801
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,523,409.42","6,958,650.35",1908 ALHAMBRA ST 75217 DALLAS TX,32.7449238,-96.6950373
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,484,820.02","6,988,238.77",3790 CEDARPLAZA LN 75209 DALLAS TX,32.8275218,-96.8188886
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,535,390.49","6,944,434.34",434 S ST AUGUSTINE DR 75217 DALLAS TX,32.7047671,-96.6557695
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,461,922.47","6,974,823.07",4516 N OTTAWA RD 75212 DALLAS TX,32.7919072,-96.8945618
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,469,798.82","7,000,337.98",3242 NORWALK AVE 75220 DALLAS TX,32.8622071,-96.8666505
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,526,377.49","7,004,090.83",12800 JUPITER RD 75238 DALLAS TX,32.8691736,-96.6806864
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,506,244.82","6,971,842.62",1601 CALDWELL AVE 75223 DALLAS TX,32.7816843,-96.7502112
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,532,263.88","6,961,648.64",9145 FAIRHAVEN LN 75227 DALLAS TX,32.7524507,-96.6658375
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,500,827.75","6,994,439.44",5849 SANDHURST LN 75206 DALLAS TX,32.8441656,-96.7660006
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,499,993.25","6,943,269.91",4521 BONNIE VIEW RD 75216 DALLAS TX,32.7034626,-96.7720897
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,523,780.10","7,006,464.65",9547 WICKERSHAM RD 75238 DALLAS TX,32.8765546,-96.6909738
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,457,989.23","6,947,814.49",2626 DUNCANVILLE RD 75211 DALLAS TX,32.7173891,-96.9083171
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,489,024.48","6,945,792.05",2910 FERNWOOD AVE 75216 DALLAS TX,32.7107728,-96.8074064
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,478,283.52","7,052,210.98",18504 VISTA DEL SOL 75287 DALLAS TX,33.0039475,-96.8369633
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,490,965.02","6,977,728.27",2610 ALLEN ST 75204 DALLAS TX,32.7990764,-96.7998073
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,479,671.45","7,052,024.30",18647 GIBBONS DR 75287 DALLAS TX,33.0034462,-96.8325247
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,478,908.82","6,947,461.91",1114 EDWARDS CIR 75224 DALLAS TX,32.7158971,-96.8407322
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,528,752.32","6,961,912.19",2335 SCAMMEL DR 75227 DALLAS TX,32.7536721,-96.6775326
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,470,510.22","7,000,614.29",3334 WEBB CHAPEL EXT 75220 DALLAS TX,32.863608,-96.8648062
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,526,133.16","6,998,714.00",11382 RUPLEY LN 75218 DALLAS TX,32.8546334,-96.6833809
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,501,959.85","6,983,841.68",6013 PROSPECT AVE 75206 DALLAS TX,32.8150213,-96.7630753
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,527,672.17","6,990,843.24",10228 SAN LORENZO AVE 75228 DALLAS TX,32.8331491,-96.6791199
2017,BURGLARY OF BUILDING - NO FORCED ENTRY,"2,484,969.78","6,959,895.11",312 N PATTON AVE 75203 DALLAS TX,32.7498455,-96.8199434
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,503,188.49","7,028,024.06",8550 MIDPARK RD 75240 DALLAS TX,32.9360826,-96.7572198
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,469,523.73","6,924,580.16",3150 CLIFF CREEK CROSSING DR 75237 DALLAS TX,32.6537209,-96.8714145
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,517,042.33","6,947,396.76",6161 TRAILGLEN DR 75217 DALLAS TX,32.714285,-96.715786
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,524,558.72","7,006,332.98",11330 AMANDA LN 75238 DALLAS TX,32.8753509,-96.6875377
2017,BURGLARY OF HABITATION (ATT),"2,453,575.88","6,953,658.25",5922 MOUNTAIN VALLEY LN 75211 DALLAS TX,32.7343311,-96.9230157
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,550,801.68","6,935,782.80",1911 EDD RD 75253 DALLAS TX,32.680622,-96.607826
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,465,758.18","6,998,435.08",9929 HARRY HINES BLVD 75220 DALLAS TX,32.8569581,-96.8811772
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,496,391.45","6,983,371.27",2525 N GARRETT AVE 75206 DALLAS TX,32.8145738,-96.7822978
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,468,921.51","7,015,355.69",11424 CORAL HILLS DR 75229 DALLAS TX,32.9031694,-96.8694172
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,479,191.89","6,960,711.36",802 TURNER AVE 75208 DALLAS TX,32.7525318,-96.8387268
2017,BURGLARY OF BUILDING - FORCED ENTRY,"2,465,758.18","6,998,435.08",9929 HARRY HINES BLVD 75220 DALLAS TX,32.8569581,-96.8811772
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,491,915.58","6,986,355.85",3707 CRAGMONT AVE 75205 DALLAS TX,32.8224163,-96.7962302
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,482,987.90","6,987,279.51",3301 HUDNALL ST 75235 DALLAS TX,32.8260112,-96.8248836
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,471,024.00","6,925,157.66",7575 CHAUCER PL 75237 DALLAS TX,32.6552731,-96.8679371
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,482,987.90","6,987,279.51",3301 HUDNALL ST 75235 DALLAS TX,32.8260112,-96.8248836
2017,BURGLARY OF HABITATION (ATT),"2,533,464.51","6,956,403.43",1447 GLENCLIFF DR 75217 DALLAS TX,32.7388793,-96.6626218
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,470,243.09","6,925,887.60",7420 CHESTERFIELD DR 75237 DALLAS TX,32.6574213,-96.8695525
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,494,997.46","6,983,520.48",2737 N FITZHUGH AVE 75204 DALLAS TX,32.814309,-96.7867998
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,484,301.05","6,952,007.27",1622 S BECKLEY AVE 75224 DALLAS TX,32.7277757,-96.82256
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,487,530.74","6,946,260.86",2847 IDAHO AVE 75216 DALLAS TX,32.71151,-96.8124293
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,466,350.92","6,932,131.15",5959 WATERSHIP LN 75237 DALLAS TX,32.6752905,-96.8810096
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,478,211.68","6,953,518.71",1225 LEBANON AVE 75208 DALLAS TX,32.7329126,-96.8427818
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,499,084.81","7,012,041.66",10640 STEPPINGTON DR 75230 DALLAS TX,32.8924738,-96.7712762
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,472,564.12","7,001,601.93",3602 BOLIVAR DR 75220 DALLAS TX,32.8650884,-96.8578408
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,520,777.92","6,983,673.36",8705 STANWOOD DR 75228 DALLAS TX,32.8138192,-96.7022036
2017,BURGLARY OF HABITATION -NO FORCED ENTRY,"2,490,989.89","6,971,706.17",300 N AKARD ST 75201 DALLAS TX,32.7827676,-96.7996431
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,521,178.62","6,967,235.69",6900 WOFFORD DR 75227 DALLAS TX,32.7683663,-96.7015976
2017,BURGLARY OF HABITATION - FORCED ENTRY,"2,526,217.87","6,972,344.21",8039 CHARIOT DR 75227 DALLAS TX,32.7815887,-96.6853653
